代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
ST129Q05TA,ST129,,,你認為自己獨力完成下列任務的難易程度如何？,How easy do you think it would be for you to perform the following tasks on your own?,預測環境變化會如何影響特定物種的存活,Predict how changes to an environment will affect the survival of certain species,我可以輕鬆做到 | 我稍微努力就能做到 | 我自己做會很吃力 | I couldn’t do this | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I could do this easily | I could do this with a bit of effort | I would struggle to do this on my own | I couldn’t do this | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST129Q08DA,ST129,,,你認為自己獨力完成下列任務的難易程度如何？,How easy do you think it would be for you to perform the following tasks on your own?,在兩個關於氣候變遷成因的解釋中，判斷哪一個比較好,Identify the better of two explanations for the causes of climate change,我可以輕鬆做到 | 我稍微努力就能做到 | 我自己做會很吃力 | I couldn’t do this | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I could do this easily | I could do this with a bit of effort | I would struggle to do this on my own | I couldn’t do this | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST129Q11DA,ST129,,,你認為自己獨力完成下列任務的難易程度如何？,How easy do you think it would be for you to perform the following tasks on your own?,判斷科學資訊的可信度,Identify the reliability of scientific information,我可以輕鬆做到 | 我稍微努力就能做到 | 我自己做會很吃力 | I couldn’t do this | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I could do this easily | I could do this with a bit of effort | I would struggle to do this on my own | I couldn’t do this | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST129Q12DA,ST129,,,你認為自己獨力完成下列任務的難易程度如何？,How easy do you think it would be for you to perform the following tasks on your own?,調查某項做法或產品的永續性,Investigate the sustainability of a practice or product,我可以輕鬆做到 | 我稍微努力就能做到 | 我自己做會很吃力 | I couldn’t do this | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I could do this easily | I could do this with a bit of effort | I would struggle to do this on my own | I couldn’t do this | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST129Q14DA,ST129,,,你認為自己獨力完成下列任務的難易程度如何？,How easy do you think it would be for you to perform the following tasks on your own?,說明二氧化碳排放如何影響全球氣候變遷,Explain how carbon-dioxide emissions affect global climate change,我可以輕鬆做到 | 我稍微努力就能做到 | 我自己做會很吃力 | I couldn’t do this | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,I could do this easily | I could do this with a bit of effort | I would struggle to do this on my own | I couldn’t do this | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST131Q04NA,ST131,對科學本質的信念,Students' beliefs about the nature of science,你對以下說法有多不同意或多同意？,How much do you disagree or agree with the statements below?,好的答案要建立在許多不同實驗所得到的證據上,Good answers are based on evidence from many different experiments,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.6 | 不同意=3.23 | 同意=53.57 | 非常同意=39.6,非常不同意=7.83 | 不同意=10.01 | 同意=57.17 | 非常同意=25.0,Table I.B1.3.30
ST131Q05DA,ST131,對科學本質的信念,Students' beliefs about the nature of science,你對以下說法有多不同意或多同意？,How much do you disagree or agree with the statements below?,有些問題是科學家無法回答的,There are some questions that scientists cannot answer,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.61 | 不同意=4.17 | 同意=49.14 | 非常同意=43.07,非常不同意=6.07 | 不同意=12.46 | 同意=48.98 | 非常同意=32.49,Table I.B1.3.30
ST131Q10DA,ST131,對科學本質的信念,Students' beliefs about the nature of science,你對以下說法有多不同意或多同意？,How much do you disagree or agree with the statements below?,〈廣義科學〉很重要的一部分，是透過做實驗來提出關於事物運作方式的想法,One important part of <broad science> is doing experiments to come up with ideas about how things work,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.36 | 不同意=3.21 | 同意=56.14 | 非常同意=37.28,非常不同意=5.69 | 不同意=10.84 | 同意=55.41 | 非常同意=28.06,Table I.B1.3.30
ST131Q12DA,ST131,對科學本質的信念,Students' beliefs about the nature of science,你對以下說法有多不同意或多同意？,How much do you disagree or agree with the statements below?,來自單一來源的資訊，應該先用其他多個可靠來源查證後才能被接受,Information from one source should be checked from a range of other reliable sources before it is accepted,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.42 | 不同意=3.63 | 同意=55.4 | 非常同意=37.56,非常不同意=5.73 | 不同意=10.78 | 同意=50.84 | 非常同意=32.66,Table I.B1.3.30
ST131Q13DA,ST131,對科學本質的信念,Students' beliefs about the nature of science,你對以下說法有多不同意或多同意？,How much do you disagree or agree with the statements below?,新的發現可以改變科學家原本認為正確的事,New discoveries can change what scientists think is true,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.42 | 不同意=4.62 | 同意=52.53 | 非常同意=39.42,非常不同意=5.7 | 不同意=10.35 | 同意=51.55 | 非常同意=32.4,Table I.B1.3.30
ST131Q17DA,ST131,對科學本質的信念,Students' beliefs about the nature of science,你對以下說法有多不同意或多同意？,How much do you disagree or agree with the statements below?,我們應該多依賴常識、少依賴科學研究,We should rely more on common sense and less on scientific studies,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=19.15 | 不同意=43.52 | 同意=28.43 | 非常同意=8.9,非常不同意=14.76 | 不同意=42.51 | 同意=33.97 | 非常同意=8.75,Table I.B1.3.30
ST216Q01HA,ST216,認知彈性（應變信心）,Students' cognitive adaptability,以下每個描述有多符合你？,How well does each of the following statements below describe you?,我能應付不尋常的狀況。,I can handle unusual situations.,非常像我 | 大致像我 | 有點像我 | 不太像我 | 完全不像我,Very much like me | Mostly like me | Somewhat like me | Not much like me | Not at all like me,非常像我=10.09 | 大致像我=24.71 | 有點像我=46.58 | 不太像我=15.89 | 完全不像我=2.74,非常像我=17.38 | 大致像我=32.65 | 有點像我=36.24 | 不太像我=10.29 | 完全不像我=3.44,Table I.B1.3.40
ST216Q03HA,ST216,認知彈性（應變信心）,Students' cognitive adaptability,以下每個描述有多符合你？,How well does each of the following statements below describe you?,即使處於壓力之下，我也能適應不同的情況。,I can adapt to different situations even when under stress or pressure.,非常像我 | 大致像我 | 有點像我 | 不太像我 | 完全不像我,Very much like me | Mostly like me | Somewhat like me | Not much like me | Not at all like me,非常像我=12.12 | 大致像我=27.25 | 有點像我=37.11 | 不太像我=18.56 | 完全不像我=4.96,非常像我=18.84 | 大致像我=35.64 | 有點像我=28.54 | 不太像我=12.48 | 完全不像我=4.5,Table I.B1.3.40
