代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,中文來源,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
SC035Q03TA_A,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To make decisions about students’ retention or promotion (<Standardised-tests>),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC035Q03TA_B,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To make decisions about students’ retention or promotion (Teacher-developed tests),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC035Q04TA_A,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To group students for instructional purposes (<Standardised-tests>),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC035Q04TA_B,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To group students for instructional purposes (Teacher-developed tests),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC035Q05TA_A,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To compare the school to <district or national> performance (<Standardised-tests>),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC035Q05TA_B,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To compare the school to <district or national> performance (Teacher-developed tests),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC035Q06TA_A,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To monitor the school’s progress from year to year (<Standardised-tests>),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC035Q06TA_B,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To monitor the school’s progress from year to year (Teacher-developed tests),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC035Q07TA_A,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To make judgements about teachers’ effectiveness (<Standardised-tests>),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC035Q07TA_B,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To make judgements about teachers’ effectiveness (Teacher-developed tests),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC035Q08TA_A,SC035,,,貴校是否將高一（或國三）學生的標準化測驗和／或教師自編測驗用於下列目的,"In your school, are <standardised tests> and/or teacher-developed tests of students in <national modal grade for 15-year-olds> used for any of the following purposes?",,,To identify aspects of instruction or the curriculum that could be improved (<Standardi,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
